_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
3377,9473,16268,Relative Happiness,"Comedy,Romance",94,73.0,78.0,Deanne Foley,Relative Happiness,"Comedy,Romance",94.0,74.0,12,"Deanne Foley,"
3378,9480,6173,Drift,"Drama,Sport",113,63.0,4002.0,"Ben Nott,Morgan O'Neill",Drift,Drama,113.0,68.0,1778,"Morgan O'Neill,Ben Nott,"
3379,9484,6173,Drift,Drama,89,69.0,259.0,Michiel van Jaarsveld,Drift,Drama,113.0,68.0,1778,"Morgan O'Neill,Ben Nott,"
3380,9488,10037,Bill & Ted's Excellent Adventures,"Animation,Sci-Fi,Comedy",30,65.0,1265.0,,Bill and Ted's Excellent Adventure,"Action,Adventure,Comedy,Science Fiction,Fantasy",105.0,66.0,375522,"Stephen Herek,"
3381,9511,7725,Kickboxer 2: The Road Back,"Action,Sport",89,45.0,4365.0,Albert Pyun,Kickboxer 2: The Road Back,"Action,Adventure",90.0,54.0,7650,"Albert Pyun,"
3382,9512,11256,Fat Slags,Comedy,75,26.0,3592.0,Ed Bye,Fat Slags,Comedy,75.0,44.0,438,"Ed Bye,"
3383,9516,17270,Alone in the Dark,"Horror,Sci-Fi",96,23.0,37832.0,Uwe Boll,Alone in the Dark,"Action,Adventure,Horror",96.0,40.0,57890,"Uwe Boll,"
3384,9517,3553,Battlefield Earth,"Action,Adventure,Sci-Fi",118,24.0,65904.0,Roger Christian,Battlefield Earth,"Action,Adventure,Horror,Science Fiction,Fantasy",118.0,32.0,54023,"Roger Christian,"
3385,9518,11519,It's Pat,Comedy,77,26.0,8532.0,Adam Bernstein,It's Pat,Comedy,77.0,40.0,7705,"Adam Bernstein,"
3386,9519,344,The Harvest,Drama,0,,,,The Harvest,"Horror,Mystery",104.0,62.0,517,"John McNaughton,"
3387,9519,5110,The Harvest,Drama,0,,,,The Ice Harvest,"Action,Adventure,Comedy,Mystery",88.0,58.0,60312,"Harold Ramis,"
3388,9524,14570,Colditz,"Drama,War",240,68.0,2153.0,,Colditz,"Drama,Television",185.0,72.0,617,"Stuart Orme,"
3389,9529,1257,Locke,Drama,85,71.0,93454.0,Steven Knight,Locke,"Drama,Mystery",85.0,72.0,26814,"Steven Knight,"
3390,9530,9419,Warrior,"Drama,Sport",140,82.0,337998.0,Gavin O'Connor,Warrior,"Action,Adventure,Drama",139.0,86.0,58126,"Gavin O'Connor,"
3391,9531,2781,The Reckoning,"Crime,Drama,Mystery",112,66.0,5009.0,Paul McGuigan,The Reckoning,"Documentary,Drama,Mystery",100.0,66.0,4734,"Paul McGuigan,"
3392,9533,8004,Sweeney Todd,"Crime,Drama,Horror",90,70.0,2497.0,David Moore,Sweeney Todd,"Drama,Horror,Mystery,Television",95.0,72.0,4609,"David Moore,Dave Moore,"
3393,9538,14927,Next Big Thing,Action,16,87.0,72.0,Henrik Sundgren,The Big Thing,"Art House,International",,,49,"Aleks Horvat,"
3394,9539,1122,Southland Tales,"Comedy,Mystery,Sci-Fi",145,55.0,32871.0,Richard Kelly,Southland Tales,"Comedy,Musical,Performing Arts,Mystery,Science Fiction,Fantasy",144.0,56.0,26953,"Richard Kelly,"
3395,9540,4638,The Love Guru,"Comedy,Romance,Sport",87,38.0,43578.0,Marco Schnabel,The Love Guru,Comedy,87.0,54.0,240559,"Marco Schnabel,"
3396,9543,3264,The Open Road,"Comedy,Drama",90,55.0,2969.0,Michael Meredith,The Open Road,"Comedy,Drama",91.0,54.0,38459,"Michael Meredith,"
3397,9548,14529,Scenes of a Sexual Nature,"Comedy,Drama,Romance",91,61.0,4443.0,Ed Blum,Scenes of a Sexual Nature,"Comedy,Drama,Romance",92.0,62.0,4828,"Ed Blum,"
3398,9552,786,Shanghai,"Drama,Mystery,Romance",105,65.0,7731.0,Mikael Hfstrm,Shanghai,"Drama,Mystery,Romance",100.0,60.0,4377,"Mikael Hfstrm,"
3399,9553,8017,Must Love Dogs,"Comedy,Romance",98,59.0,26154.0,Gary David Goldberg,Must Love Dogs,"Comedy,Drama,Romance",98.0,60.0,197761,"Gary David Goldberg,"
3400,9555,15433,Summerhood,"Comedy,Drama,Romance",88,67.0,492.0,"Jacob Medjuck,Tony Dean Smith",Summerhood,"Art House,International,Comedy,Drama,Romance",101.0,78.0,146,"Jacob Medjuck,Tony Dean Smith,"
3401,9556,6839,Alvin & the Chipmunks,"Family,Animation,Comedy",30,68.0,2191.0,,Alvin and the Chipmunks,"Animation,Comedy,Kids,Family",91.0,70.0,310406,"Tim Hill,"
3402,9557,11004,This Is My Father,"Romance,Drama",119,71.0,1508.0,Paul Quinn,This Is My Father,"Art House,International,Documentary,Drama,Musical,Performing Arts,Romance",60.0,76.0,1384,"Paul Quinn,"
3403,9558,15443,The Jack Bull,"Drama,Western",116,69.0,3735.0,John Badham,The Jack Bull,"Action,Adventure,Western",120.0,70.0,4447,"John Badham,"
3404,9559,15441,Max,"Drama,War",106,66.0,6343.0,Menno Meyjes,Max,Drama,109.0,66.0,6497,"Menno Meyjes,"
3405,9560,15430,Reclaim,"Action,Adventure,Crime",96,51.0,4206.0,Alan White,Reclaim,Mystery,96.0,54.0,839,"Alan White,"
3406,9561,4496,The November Man,"Action,Crime,Mystery",108,63.0,50985.0,Roger Donaldson,The November Man,"Action,Adventure,Mystery",108.0,64.0,19872,"Roger Donaldson,"
3407,9562,6919,The Raven,"Crime,Mystery",110,64.0,73507.0,James McTeigue,The Raven,Mystery,110.0,64.0,102450,"James McTeigue,"
3408,9563,15429,The Prince,"Action,Mystery",93,46.0,13386.0,Brian A Miller,The Prince,Drama,103.0,48.0,3058,"Brian A. Miller,"
3409,9564,4491,Drive Hard,"Action,Comedy,Crime",92,43.0,3171.0,Brian Trenchard-Smith,Drive Hard,"Action,Adventure,Art House,International,Comedy,Special Interest",96.0,42.0,398,"Brian Trenchard-Smith,"
3410,9565,1833,Erased,"Action,Mystery",100,61.0,23936.0,Philipp Stlzl,Erased,"Action,Adventure,Mystery",104.0,60.0,10728,"Philipp Stlzl,"
3411,9567,8336,Cradle Will Rock,Drama,132,69.0,8081.0,Tim Robbins,Cradle Will Rock,Drama,133.0,68.0,6912,"Tim Robbins,"
3412,9568,8539,The Bag Man,"Crime,Drama,Mystery",108,53.0,13476.0,David Grovic,The Bag Man,Drama,108.0,50.0,1857,"David Grovic,"
3413,9571,2671,Pushing Tin,"Comedy,Drama,Romance",124,60.0,24999.0,Mike Newell,Pushing Tin,"Comedy,Drama",123.0,58.0,33821,"Mike Newell,"
3414,9572,11503,What Goes Up,Drama,115,57.0,1656.0,Jonathan Glatzer,What Goes Up,"Comedy,Drama",115.0,56.0,12052,"Jonathan Glatzer,"
3415,9574,12177,The Minus Man,"Crime,Drama,Mystery",111,62.0,5625.0,Hampton Fancher,The Minus Man,"Drama,Mystery",112.0,60.0,4034,"Hampton Fancher,"
3416,9575,1850,Nurse Betty,"Comedy,Crime,Drama",110,63.0,30237.0,Neil LaBute,Nurse Betty,"Comedy,Drama",108.0,54.0,35214,"Neil LaBute,"
3417,9576,5530,Hall Pass,"Comedy,Romance",105,59.0,104196.0,"Bobby Farrelly,Peter Farrelly",Hall Pass,Comedy,106.0,60.0,57955,"Matthew F. Leonetti,Peter Farrelly,Bobby Farrelly,"
3418,9577,7195,The Big Bounce,Drama,102,55.0,284.0,Alex March,The Big Town,Drama,110.0,58.0,1324,"Ben Bolt,"
3419,9579,8125,The Wendell Baker Story,"Comedy,Drama,Romance",99,55.0,5184.0,"Andrew Wilson,Luke Wilson",The Wendell Baker Story,"Comedy,Drama",102.0,60.0,16328,"Luke Wilson,Andrew Wilson,"
3420,9584,8431,Destination Tokyo,"Adventure,History,War",135,73.0,3558.0,Delmer Daves,Destination Unknown,Drama,,,3,"Nestor Miranda,"
3421,9605,8754,Fantasia,"Animation,Family,Fantasy",125,78.0,72128.0,"James Algar,Samuel Armstrong",Fantasia,"Animation,Classics,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",116.0,72.0,128479,"James Algar,Samuel Armstrong,Ford Beebe,Walt Disney,Norman Ferguson,Jim Handley,Wilfred Jackson,Hamilton Luske,Bill Roberts,Paul Satterfield,Albert Heath,Norman Wright,T. Hee,Graham Heid,Sylvia Moberly-Holland,Bianca Majolie,Ben Sharpsteen,"
3422,9610,3906,Boffo! Tinseltown's Bombs and Blockbusters,Documentary,75,65.0,328.0,Bill Couturi,Boffo! Tinseltown's Bombs and Blockbusters,"Documentary,Television",75.0,70.0,242,"Bill Couturi,"
3423,9626,6326,Hell's Belles,"Action,Drama,Mystery",95,58.0,150.0,Maury Dexter,Hell's Belles,"Action,Adventure,Classics,Drama",98.0,,18,"Maury Dexter,"
3424,9631,3125,Lost in Space,Television,30,,,,Lost in Space,"Action,Adventure,Science Fiction,Fantasy",130.0,50.0,173643,"Stephen Hopkins,"
3425,9644,12072,The Men,Drama,85,72.0,3349.0,Fred Zinnemann,Ice Men,Drama,108.0,50.0,13,
3426,9655,4719,Big Trouble,"Comedy,Crime,Mystery",85,65.0,17476.0,Barry Sonnenfeld,Big Trouble,"Comedy,Drama",84.0,60.0,21108,"Barry Sonnenfeld,"
3427,9659,7043,After Hours,"Comedy,Crime,Drama",97,77.0,40368.0,Martin Scorsese,After Hours,"Comedy,Mystery",96.0,76.0,21655,"Martin Scorsese,"
3428,9663,10102,The Crow,"Action,Drama,Fantasy",102,76.0,138147.0,Alex Proyas,The Crow,"Action,Adventure,Science Fiction,Fantasy",101.0,76.0,376420,"Alex Proyas,"
3429,9664,3207,The Boondock Saints II: All Saints Day,"Action,Crime,Mystery",118,63.0,53732.0,Troy Duffy,The Boondock Saints II: All Saints Day,"Action,Adventure,Drama",87.0,70.0,111344,"Troy Duffy,"
3430,9665,12920,Dredd,"Action,Sci-Fi",95,71.0,206140.0,Pete Travis,Dredd,"Action,Adventure,Science Fiction,Fantasy",95.0,74.0,152456,"Pete Travis,"
3431,9667,5827,Ender's Game,"Action,Sci-Fi",114,67.0,187225.0,Gavin Hood,Ender's Game,"Action,Adventure,Science Fiction,Fantasy",113.0,72.0,117874,"Gavin Hood,"
3432,9669,8825,Eternal Sunshine of the Spotless Mind,"Drama,Fantasy,Romance",108,83.0,679020.0,Michel Gondry,Eternal Sunshine Of The Spotless Mind,"Comedy,Drama,Science Fiction,Fantasy,Romance",108.0,82.0,568660,"Michel Gondry,"
3433,9671,14695,The Ministers,"Crime,Drama",89,45.0,1163.0,Franc. Reyes,The Ministers,"Drama,Mystery",90.0,46.0,577,"Franc. Reyes,"
3434,9672,14755,House Party 2,"Comedy,Drama,Musical",94,51.0,3627.0,"George Jackson,Doug McHenry",House Party 2,Comedy,94.0,56.0,19743,"Doug McHenry,George Jackson,"
3435,9672,14985,House Party 2,"Comedy,Drama,Musical",94,51.0,3627.0,"George Jackson,Doug McHenry",House Party 3,Comedy,94.0,64.0,9403,"Eric Meza,"
3436,9673,12258,Mo' Money,"Action,Comedy,Crime",89,54.0,5536.0,Peter MacDonald,Mo' Money,"Comedy,Drama",97.0,58.0,8972,"Peter MacDonald,"
3437,9674,10542,Woo,"Comedy,Romance",84,39.0,1530.0,Daisy von Scherler Mayer,Woo,"Comedy,Romance",85.0,60.0,5389,"Daisy von Scherler Mayer,Daisy V.S. Mayer,Daisy Mayer,"
3438,9675,7571,Waist Deep,"Action,Crime,Drama",97,59.0,8300.0,Vondie Curtis-Hall,Waist Deep,"Action,Adventure,Drama",97.0,72.0,94115,"Stan Lathan,Vondie Curtis-Hall,"
3439,9677,5591,ATL,"Comedy,Crime,Drama",105,60.0,8570.0,Chris Robinson,ATL,"Comedy,Drama",105.0,78.0,117034,"Chris Robinson,"
3440,9678,8411,Roll Bounce,"Comedy,Drama,Musical",112,60.0,5617.0,Malcolm D. Lee,Roll Bounce,"Comedy,Drama",118.0,68.0,56429,"Malcolm D. Lee,"
3441,9680,14981,How to Be a Player,Comedy,93,53.0,2329.0,Lionel C. Martin,How to Be a Player,Comedy,93.0,68.0,6929,"Lionel C. Martin,"
3442,9682,5328,Knockaround Guys,"Crime,Drama,Mystery",92,61.0,19887.0,"Brian Koppelman,David Levien",Knockaround Guys,"Action,Adventure,Comedy,Drama",93.0,62.0,39502,"Brian Koppelman,David Levien,"
3443,9688,2772,xXx: State of the Union,"Action,Adventure,Crime",101,43.0,51924.0,Lee Tamahori,xXx: State of the Union,"Action,Adventure",101.0,56.0,113047,"Lee Tamahori,"
3444,9690,15007,A Man Apart,"Action,Crime,Drama",109,61.0,38728.0,F. Gary Gray,A Man Apart,"Action,Adventure,Drama,Mystery",109.0,68.0,85283,"F. Gary Gray,"
3445,9693,1314,Side by Side,Documentary,99,77.0,11332.0,Christopher Kenneally,Side by Side,"Documentary,Television",98.0,80.0,10630,"Christopher Kenneally,Chris Kenneally,"
3446,9694,3422,The Thing,"Horror,Mystery,Sci-Fi",103,62.0,96618.0,Matthijs van Heijningen Jr.,The Thing,"Drama,Horror,Mystery,Science Fiction,Fantasy",103.0,62.0,40453,"Matthijs van Heijningen,Matthijs van Heijningen Jr.,"
3447,9697,2755,Daybreakers,"Action,Horror,Sci-Fi",98,65.0,106769.0,"Michael Spierig,Peter Spierig",Daybreakers,"Action,Adventure,Drama,Horror,Mystery",98.0,64.0,209006,"Peter Spierig,Michael Spierig,"
3448,9698,310,Europa Report,"Sci-Fi,Mystery",90,65.0,53297.0,Sebastin Cordero,Europa Report,"Mystery,Science Fiction,Fantasy",90.0,68.0,17044,"Sebastin Cordero,"
3449,9699,4332,Red Planet,"Action,Sci-Fi,Mystery",106,57.0,47964.0,Antony Hoffman,Red Planet,"Mystery,Science Fiction,Fantasy",108.0,52.0,48264,"Antony Hoffman,Anthony Hoffman,"
3450,9701,3342,Pinocchio,"Family,Short",8,,,,Pinocchio,"Animation,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",88.0,66.0,278337,"Hamilton Luske,Ben Sharpsteen,Norman Ferguson,Bill Roberts,Wilfred Jackson,Walt Disney,Jack Kinney,T. Hee,"
3451,9701,7539,Pinocchio,"Family,Short",8,,,,Pinocchio,,,,0,"Stepn Gajdos,"
3452,9701,9277,Pinocchio,"Family,Short",8,,,,Pinocchio,"Art House,International,Comedy,Kids,Family,Science Fiction,Fantasy",111.0,52.0,8923,"Roberto Benigni,"
3453,9701,13508,Pinocchio,"Family,Short",8,,,,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,"
3454,9703,9936,Better Luck Tomorrow,"Crime,Drama,Romance",101,72.0,8040.0,Justin Lin,Better Luck Tomorrow,"Action,Adventure,Drama",99.0,74.0,8134,"Justin Lin,"
3455,9704,7539,Pinocchio,Fantasy,0,,,Matteo Garrone,Pinocchio,,,,0,"Stepn Gajdos,"
3456,9704,13508,Pinocchio,Fantasy,0,,,Matteo Garrone,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,"
3457,9707,7539,Pinocchio,"Animation,Fantasy",0,,,"Guillermo del Toro,Mark Gustafson",Pinocchio,,,,0,"Stepn Gajdos,"
3458,9707,13508,Pinocchio,"Animation,Fantasy",0,,,"Guillermo del Toro,Mark Gustafson",Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,"
3459,9709,7539,Pinocchio,Animation,93,75.0,95.0,Giuliano Cenci,Pinocchio,,,,0,"Stepn Gajdos,"
3460,9709,13508,Pinocchio,Animation,93,75.0,95.0,Giuliano Cenci,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,"
3461,9710,4573,Home,"Animation,Television",10,,,Mat Brunet,Home,Animation,93.0,74.0,55572,
3462,9711,321,Mars Needs Moms,"Animation,Action,Adventure",88,54.0,17773.0,Simon Wells,Mars Needs Moms,"Action,Adventure,Animation,Comedy,Science Fiction,Fantasy",88.0,60.0,27575,"Simon Wells,"
3463,9712,2825,Planes,"Animation,Adventure,Comedy",91,58.0,35425.0,Klay Hall,Planes,"Animation,Comedy,Kids,Family",92.0,66.0,71887,"Klay Hall,"
3464,9714,317,Free Birds,"Animation,Adventure,Comedy",91,59.0,18240.0,Jimmy Hayward,Free Birds,"Animation,Comedy,Kids,Family",90.0,64.0,39948,"Jimmy Hayward,"
3465,9714,3152,Free Birds,"Animation,Adventure,Comedy",91,59.0,18240.0,Jimmy Hayward,Free Fire,"Action,Adventure,Comedy,Drama",,,377,"Ben Wheatley,"
3466,9724,10722,Cool Runnings,"Adventure,Comedy,Family",98,69.0,70631.0,Jon Turteltaub,Cool Runnings,Comedy,98.0,68.0,532545,"Jon Turteltaub,"
3467,9739,7068,Chaos,"Action,Adventure,Drama",60,71.0,2354.0,Tom Spezialy,Chaos,"Action,Adventure,Drama",106.0,68.0,21060,"Tony Giglio,"
3468,9741,3589,King,"Crime,Drama",0,69.0,1042.0,"Greg Spottiswood,Bernard Zukerman",King,"Comedy,Documentary,Special Interest",94.0,,10,
3469,9753,10959,Pure Country 2: The Gift,"Drama,Musical",112,50.0,565.0,Christopher Cain,Pure Country 2: The Gift,Drama,105.0,66.0,350,"Christopher Cain,"
3470,9763,6060,Restraint,"Drama,Mystery",94,62.0,5010.0,David Denneen,Restraint,"Drama,Mystery",92.0,60.0,1797,"David Denneen,"
3471,9765,6120,Needle,"Horror,Mystery",90,50.0,2342.0,John V. Soto,Needle,"Drama,Horror,Mystery",89.0,58.0,237,"John V. Soto,"
3472,9766,10958,Ivory,"Drama,Musical",84,64.0,56.0,Andrew W. Chan,Ivory,Drama,102.0,,2,"Andrew W. Chan,"
3473,9770,5096,The Baytown Outlaws,"Action,Comedy,Crime",98,63.0,11193.0,Barry Battles,The Baytown Outlaws,Comedy,98.0,66.0,4642,"Barry Battles,"
3474,9771,15887,Northmen - A Viking Saga,"Action,Adventure",97,53.0,6699.0,Claudio Fh,Northmen: A Viking Saga,"Action,Adventure,Art House,International",97.0,58.0,1289,"Claudio Fh,"
3475,9773,4268,Clash of the Gods,"Documentary,History",0,80.0,631.0,,Clash of the Titans,"Action,Adventure,Drama,Science Fiction,Fantasy",106.0,62.0,283773,"Louis Leterrier,"
3476,9780,16337,Suited,Documentary,85,66.0,94.0,Jason Benjamin,Suited,Documentary,77.0,76.0,25,"Jason Benjamin,"
3477,9797,7104,The Eye,"Horror,Mystery",98,54.0,44532.0,"David Moreau,Xavier Palud",The Eye,"Drama,Horror,Mystery",97.0,60.0,303389,"David Moreau,Xavier Palud,"
3478,9798,11612,Sky High,"Adventure,Comedy,Family",100,62.0,62186.0,Mike Mitchell,Sky High,"Action,Adventure,Comedy,Kids,Family,Science Fiction,Fantasy",100.0,60.0,202925,"Mike Mitchell (VI),"
3479,9803,4217,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Frame,"Art House,International,Documentary,Special Interest",60.0,62.0,78,"Cynthia Beatt,"
3480,9803,7620,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Woman,Drama,111.0,62.0,6723,"Ralph Fiennes,"
3481,9803,9004,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible War,"Documentary,Special Interest",97.0,82.0,9984,"Kirby Dick,"
3482,9803,11885,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Front,Documentary,86.0,86.0,50,"Vincas Sruoginis,Jonas Ohman,"
3483,9803,12298,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Circus,"Drama,Mystery",92.0,60.0,3688,"Adam Brooks,"
3484,9803,14144,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Man,Horror,,,55,
3485,9803,15146,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible,"Drama,Mystery",101.0,66.0,316471,"David S. Goyer,"
3486,9808,296,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The New World,"Action,Adventure,Drama,Romance",150.0,58.0,147890,"Terrence Malick,"
3487,9808,3652,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The Lost World,"Action,Adventure,Drama,Science Fiction,Fantasy",105.0,58.0,2544,"Bob Keen,"
3488,9808,5262,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The Free World,Drama,100.0,54.0,80,"Jason Lew,"
3489,9808,9733,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,Ghost World,"Comedy,Drama",111.0,74.0,72953,"Terry Zwigoff,"
3490,9808,9964,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The Lost Boys,"Action,Adventure,Horror,Mystery",97.0,74.0,274010,"Joel Schumacher,"
3491,9808,10753,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The Lost Boy,"Drama,Mystery",88.0,60.0,22,"Tara Miele,"
3492,9808,11325,The Lost World,"Action,Sci-Fi,Adventure",60,73.0,2488.0,,The Lost Child,"Drama,Television",96.0,70.0,589,"Karen Arthur,"
3493,9811,1029,Tarzan,"Action,Adventure",60,72.0,431.0,,Tarzan,"Action,Adventure,Animation,Drama",88.0,64.0,369347,"Chris Buck,Kevin Lima,"
3494,9811,2836,Tarzan,"Action,Adventure",60,72.0,431.0,,Tarzan 2,"Kids,Family",,68.0,83,"Brian Smith,"
3495,9812,5337,The Adventures of Sinbad,"Fantasy,Action,Adventure",60,73.0,1159.0,Ed Naha,The Adventures of Ragtime,,120.0,,1,"William Byron Hillman,"
3496,9833,16610,Hercules in the Underworld,"Fantasy,Action,Adventure",90,66.0,1003.0,Bill Norton,Hercules in the Underworld,"Action,Adventure,Science Fiction,Fantasy",91.0,66.0,1660,"Bill L. Norton,"
3497,9859,6053,The Choice,"Comedy,Television",21,,,,The Choice,"Drama,Romance",100.0,70.0,11964,"Ross Katz,"
3498,9861,4612,What to Expect When You're Expecting,"Comedy,Drama,Romance",110,57.0,57893.0,Kirk Jones,What to Expect When You're Expecting,"Comedy,Drama,Romance",109.0,64.0,189361,"Kirk Jones,"
3499,9862,6561,Sex Tape,"Comedy,Romance",94,51.0,85787.0,Jake Kasdan,Sex Tape,Comedy,94.0,56.0,51644,"Jake Kasdan,"
3500,9868,5525,The Dictator,"Comedy,Romance",83,64.0,217060.0,Larry Charles,The Dictator,Comedy,83.0,62.0,166875,"Larry Charles,"
3501,9875,5898,What If,"Comedy,Romance",98,68.0,51201.0,Michael Dowse,What If,Comedy,102.0,72.0,24569,"Michael Dowse,"
3502,9876,4934,21 & Over,Comedy,93,59.0,61260.0,"Jon Lucas,Scott Moore",21 And Over,Comedy,93.0,64.0,58667,"Scott Moore,Jon Lucas,"
3503,9877,15072,Hard Copy,News,0,38.0,75.0,,Hard Candy,"Drama,Horror,Mystery",104.0,72.0,105359,"David Slade,"
3504,9878,9216,The Horse Whisperer,"Drama,Romance,Western",170,66.0,32669.0,Robert Redford,The Horse Whisperer,"Drama,Western,Romance",168.0,64.0,51426,"Robert Redford,"
3505,9880,281,Total Recall,"Action,Sci-Fi",0,34.0,15.0,,Total Recall,"Action,Adventure,Science Fiction,Fantasy",121.0,64.0,116368,"Len Wiseman,"
3506,9880,10044,Total Recall,"Action,Sci-Fi",0,34.0,15.0,,Total Recall,"Action,Adventure,Mystery,Science Fiction,Fantasy",113.0,66.0,243518,"Paul Verhoeven,"
3507,9881,5364,Blue Steel,"Action,Crime,Drama",102,56.0,9294.0,Kathryn Bigelow,Blue Steel,"Action,Adventure,Drama,Mystery",102.0,56.0,8661,"Kathryn Bigelow,"
3508,9887,7861,The Bling Ring,"Biography,Crime,Drama",90,56.0,68328.0,Sofia Coppola,The Bling Ring,Drama,90.0,56.0,31331,"Sofia Coppola,"
3509,9888,15133,AVP: Alien vs. Predator,"Action,Horror,Sci-Fi",101,56.0,145248.0,Paul W.S. Anderson,AVP - Alien Vs. Predator,"Action,Adventure,Horror,Mystery,Science Fiction,Fantasy",87.0,60.0,429678,"Paul W.S. Anderson,"
3510,9890,940,Teenage Mutant Ninja Turtles: Out of the Shadows,,17,,,Mathew Buck,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Science Fiction,Fantasy",97.0,64.0,52618,"Dave Green,"
3511,9894,213,Florence Foster Jenkins,,14,,,Mathew Buck,Florence Foster Jenkins,"Comedy,Drama",110.0,74.0,12763,"Stephen Frears,"
3512,9905,18368,Predators,"Action,Adventure,Sci-Fi",107,64.0,173046.0,Nimrd Antal,Predators,"Action,Adventure,Horror,Science Fiction,Fantasy",107.0,64.0,159203,"Nimrd Antal,"
3513,9906,2893,RoboCop 3,"Action,Crime,Sci-Fi",104,39.0,35508.0,Fred Dekker,RoboCop 3,"Action,Adventure,Science Fiction,Fantasy",105.0,46.0,58040,"Fred Dekker,"
3514,9908,3100,RoboCop,"Action,Crime,Sci-Fi",117,62.0,185116.0,Jos Padilha,RoboCop,"Action,Adventure,Science Fiction,Fantasy",117.0,66.0,126791,"Jos Padilha,"
3515,9909,5727,Predator 2,"Action,Horror,Sci-Fi",108,62.0,107221.0,Stephen Hopkins,Predator 2,"Action,Adventure,Horror,Science Fiction,Fantasy",108.0,58.0,138391,"Stephen Hopkins,"
3516,9910,3100,RoboCop 2,"Action,Crime,Sci-Fi",117,57.0,64098.0,Irvin Kershner,RoboCop,"Action,Adventure,Science Fiction,Fantasy",117.0,66.0,126791,"Jos Padilha,"
3517,9910,3540,RoboCop 2,"Action,Crime,Sci-Fi",117,57.0,64098.0,Irvin Kershner,Robocop 2,"Action,Adventure,Science Fiction,Fantasy",117.0,54.0,89707,"Irvin Kershner,"
3518,9936,3805,X-Men,"Action,Fantasy,Sci-Fi",0,,,,X-Men,"Action,Adventure,Science Fiction,Fantasy",104.0,74.0,1065554,"Bryan Singer,"
3519,9946,5713,Angels in the Outfield,"Comedy,Family,Fantasy",102,60.0,22552.0,William Dear,Angels in the Outfield,"Comedy,Kids,Family,Science Fiction,Fantasy",102.0,60.0,353559,"William Dear,"
3520,9951,14149,The Tourist,Drama,0,,,,The Tourist,"Action,Adventure,Mystery,Romance",103.0,60.0,94544,"Florian Henckel von Donnersmarck,"
3521,9952,18432,The Wall,Drama,0,,,Doug Liman,The Wall,Drama,100.0,82.0,45,"Joseph Sargent,"
3522,9955,10366,The Shadows,Mystery,0,,,,In the Shadows,Drama,112.0,,50,"Meg Richman,"
3523,9955,16539,The Shadows,Mystery,0,,,,In the Shadows,"Action,Adventure,Drama,Mystery",104.0,58.0,134,"Ric Roman Waugh,Ric Waugh,"
3524,9956,14323,Henry IX,Comedy,0,,,,Henry VIII,Drama,,74.0,27,"Pete Travis,"
3525,9956,14324,Henry IX,Comedy,0,,,,Henry VIII,"Drama,Television",250.0,74.0,715,"Pete Travis,Pierre Jourdan,"
3526,9957,11550,Sister Act,Comedy,0,,,,Sister Act,"Comedy,Musical,Performing Arts",100.0,62.0,725930,"Emile Ardolino,"
3527,9958,3058,Constantine 2,"Action,Drama,Fantasy",0,,,,Constantine,"Action,Adventure,Horror,Mystery,Science Fiction,Fantasy",120.0,70.0,467361,"Francis Lawrence,"
3528,9959,10371,Metal Men,Action,0,,,,Metal Skin,"Action,Adventure,Drama",112.0,68.0,291,"Chris Odgers,Geoffrey Wright,"
3529,9968,10648,500 Miles North,Drama,0,78.0,8.0,Luke Massey,500 Miles North,"Art House,International,Drama",,,8,"Luke Massey,"
