Id,Title,Category,Duration,Rating,Rating_Count,Director
8488,4 Single Fathers,"Comedy,Drama",100,52,26,"Paolo Monico,"
8489,Wedding Bell Blues,Comedy,100,66,1124,"Dana Lustig,"
8490,Indictment: The McMartin Trial,"Drama,Television",135,74,169,"Mick Jackson,Mick Johnson,"
8491,Disaster at Silo 7,"Action,Adventure,Mystery",92,,31,"Larry Elikann,"
8492,Back to the Beach,"Comedy,Musical,Performing Arts",92,58,8028,"Lyndall Hobbs,"
8493,Beverly Hills Cop III,"Action,Adventure,Comedy",109,58,204866,"John Landis,"
8494,The Blob,Horror,95,58,22233,"Chuck Russell,Charles Russell,"
8495,Two Shades of Blue,"Drama,Mystery",110,56,151,"James D. Deck,James Deck,"
8496,Deadly Outbreak,"Action,Adventure",90,56,104,"Rick Avery,"
8497,Raiders Remembered,"Action,Adventure,Documentary",39,,0,"Rick Avery,"
8498,The Expert,"Action,Adventure,Drama",92,62,171,"Rick Avery,"
8499,The Stupids,Comedy,94,46,10230,"John Landis,"
8500,Scanners: The Showdown,"Horror,Science Fiction,Fantasy",120,56,454,"Steve Barnett,Pierre David,"
8501,Oscar,"Comedy,Drama,Mystery",109,56,20976,"John Landis,"
8502,Night of the Warrior,"Action,Adventure",96,56,80,"Rafal Zielinski,"
8503,"Look Who's Talking, Too",Comedy,81,52,196630,"Amy Heckerling,"
8504,Feds,Comedy,83,62,1048,"Dan Goldberg,Daniel Goldberg,"
8505,The Naked Cage,"Action,Adventure,Drama",97,58,108,"Paul Nicolas,Paul Nicholas,"
8506,Loose Cannons,"Action,Adventure,Comedy,Mystery",94,52,2845,"Bob Clark,"
8507,And the Band Played On,"Drama,Television",140,76,7507,"Roger Spottiswoode,"
8508,Crossing Delancey,"Comedy,Drama,Romance",97,72,2174,"Joan Micklin Silver,"
8509,My Last Day Without You,"Comedy,Drama,Romance",90,66,132,"Stefan C. Schaefer,Stefan Schaefer,"
8510,An Oversimplification Of Her Beauty,"Animation,Comedy,Special Interest",89,66,676,"Terence Nance,"
8511,Arbitrage,"Drama,Mystery",107,70,52547,"Nicholas Jarecki,"
8512,20 Years After,"Action,Adventure,Drama,Science Fiction,Fantasy",95,44,408,"Jim Torres,"
8513,Aftermath: Population Zero,Special Interest,,74,15,
8514,Planet Brooklyn,Comedy,96,,7,"Mad Matthewz,"
8515,Men Without Jobs,Comedy,108,60,80,"Mad Matthewz,"
8516,The Machinist,"Drama,Mystery",98,74,155079,"Brad Anderson,"
8517,The Corner,Drama,360,88,58,"Charles S. Dutton,"
8518,Everyday People,Drama,81,58,190,"Jim McKay,"
8519,Ill Gotten Gains,Drama,105,,49,"Joel B. Marsden,"
8520,Airheads,Comedy,91,58,125988,"Michael Lehmann,"
8521,The Mask,"Action,Adventure,Comedy,Science Fiction,Fantasy",101,64,993563,"Chuck Russell,"
8522,Head of State,Comedy,95,56,55845,"Chris Rock,"
8523,What About Bob?,"Comedy,Drama",99,66,118799,"Frank Oz,"
8524,Eyes of a Witness,"Drama,Mystery",96,,5,"Peter Hunt,Peter H. Hunt,"
8525,Quick Change,"Action,Adventure,Comedy,Drama",89,68,8861,"Bill Murray,Howard Franklin,"
8526,Penn & Teller Get Killed,"Action,Adventure,Comedy",90,68,477,"Arthur Penn,"
8527,Historias del canal,Drama,106,,2,"Abner Benaim,Carolina Borrero,Pituka Ortega-Heilbron,"
8528,Godsend,"Drama,Horror,Mystery",102,50,40368,"Nick Hamm,"
8529,Brazil,"Comedy,Drama,Science Fiction,Fantasy",131,82,101958,"Terry Gilliam,"
8530,Mean Streets,"Classics,Drama",112,78,53951,"Martin Scorsese,"
8531,Bohemian Rhapsody,Drama,,,1,"Bryan Singer,"
8532,I Am JFK Jr.,Documentary,90,64,25,"Derik Murray,"
8533,The War with Grandpa,Comedy,,,9,"Tim Hill,"
8534,The Man Who Saved the World,"Art House,International,Documentary",110,74,257,"Peter Anthony,"
8535,The Good House,"Comedy,Drama",,,159,
8536,Artemis Fowl,"Action,Adventure",,,67,
8537,Heist,"Action,Adventure",90,62,1816,"Scott Mann,"
8538,"Remembering The Artist Robert De Niro, Sr.","Documentary,Musical,Performing Arts,Special Interest",40,70,40,"Perri Peltz,Geeta Gandbhir,"
8539,The Bag Man,Drama,108,50,1857,"David Grovic,"
8540,Candy Store,Drama,,,69,"Stephen Gaghan,"
8541,Grudge Match,"Comedy,Drama,Sports,Fitness",113,64,35912,"Peter Segal,"
8542,Trespassing Bergman,"Documentary,Television",107,82,230,"Jane Magnusson,Hynek Pallas,"
8543,The Comedian,"Comedy,Drama",80,56,65,"Tom Shkolnik,"
8544,Killing Season,Mystery,90,54,6741,"Mark Steven Johnson,"
8545,Lombardi,Drama,,82,186,
8546,The Ages of Love,"Art House,International,Comedy,Romance",125,58,331,"Giovanni Veronesi,"
8547,Sesame Street: 40 Years of Sunny Days,"Art House,International,Drama,Kids,Family,Television",89,90,98,"Levan Koguashvili,"
8548,Corman's World: Exploits Of A Hollywood Rebel,"Documentary,Television",90,76,1400,"Alex Stapleton,"
8549,Stone,"Drama,Mystery",105,50,16554,"John Curran,John J. Curran,"
8550,I Knew It Was You: Rediscovering John Cazale,"Documentary,Drama,Television",40,80,752,"Richard Shepard,"
8551,Everybody's Fine,"Comedy,Drama",100,64,91873,"Kirk Jones,"
8552,Righteous Kill,"Drama,Mystery",103,62,90335,"Jon Avnet,"
8553,Mr. Warmth: The Don Rickles Project,"Comedy,Documentary,Television",90,78,1063,"John Landis,"
8554,Stardust,"Action,Adventure,Drama,Science Fiction,Fantasy",127,78,467615,"Matthew Vaughn,"
8555,Le Cirque: A Table in Heaven,"Documentary,Special Interest",78,60,50,"Andrew Rossi,"
8556,Essential Directors: Martin Scorsese,Special Interest,,90,111,
8557,Tony Bennett: An American Classic,"Musical,Performing Arts",,66,69,"Rob Marshall,"
8558,Hide and Seek,Mystery,101,62,278126,"John Polson,"
8559,Gangsters,Drama,,,23,
8560,Meet the Fockers,Comedy,118,70,33181613,"Jay Roach,"
8561,Rent,"Comedy,Musical,Performing Arts,Romance",135,70,340865,"Chris Columbus,"
8562,Biography,"Documentary,Special Interest",100,,11,
8563,Shark Tale,"Action,Adventure,Animation,Comedy,Kids,Family",90,64,682207,"Rob Letterman,Bibo Bergeron,Vicky Jenson,"
8564,Analyze That,Comedy,95,58,190140,"Harold Ramis,"
8565,9/11,"Documentary,Special Interest",120,74,12633,"Gdon Naudet,Jules Naudet,James Hanlon,"
8566,About a Boy,"Comedy,Drama,Romance",101,56,31163702,"Chris Weitz,Paul Weitz,"
8567,America: A Tribute to Heroes,"Musical,Performing Arts",120,82,283,
8568,Prison Song,"Documentary,Drama,Musical,Performing Arts",94,84,4865,"Darnell Martin,"
8569,Meet the Parents,Comedy,108,72,1055895,"Jay Roach,"
8570,The Adventures of Rocky & Bullwinkle,"Comedy,Kids,Family,Science Fiction,Fantasy",92,44,51872,"Des McAnuff,"
8571,Holiday Heart,"Drama,Special Interest,Television",100,84,5684,"Robert Townsend,"
8572,Ronin,"Action,Adventure,Mystery",118,70,120552,"John Frankenheimer,"
8573,Saturday Night Live - Best of 96-97,"Comedy,Television",92,78,46,
8574,Flawless,"Comedy,Drama",112,64,7637,"Joel Schumacher,"
8575,Lenny Bruce: Swear to Tell the Truth,Documentary,100,76,276,"Robert B. Weide,"
8576,Cop Land,"Action,Adventure,Drama,Mystery",105,62,50970,"James Mangold,"
8577,Jackie Brown,"Action,Adventure,Drama,Mystery",154,70,213884,"Quentin Tarantino,"
8578,A Bronx Tale,Drama,81,78,66148,"Robert De Niro,"
8579,Stella Adler: Awake and Dream!,"Documentary,Special Interest,Television",57,,11,"Merrill Brockway,"
8580,Thunderheart,"Action,Adventure,Drama,Mystery",122,68,12054,"Michael Apted,"
8581,Backdraft,"Action,Adventure,Drama,Mystery",136,68,203816,"Ron Howard,"
8582,Night and the City,Drama,110,60,848,"Irwin Winkler,"
8583,Mistress,Comedy,110,60,578,"Barry Primus,"
8584,Cape Fear,"Drama,Mystery",128,70,67939,"Martin Scorsese,"
8585,Hollywood Mavericks,"Documentary,Musical,Performing Arts",90,68,48,"Florence Dauman,Gale Ann Stieber,"
8586,Awakenings,Drama,120,74,54676,"Penny Marshall,"
8587,We're No Angels,"Comedy,Romance",106,58,8637,"Neil Jordan,"
8588,Jacknife,Drama,102,64,2069,"David Hugh Jones,"
8589,Midnight Run,"Action,Adventure,Comedy",127,74,24510,"Martin Brest,"
8590,Saturday Night Live - The Best of Jon Lovitz,"Comedy,Television",,76,81,
8591,Angel Heart,"Drama,Mystery",72,72,29767,"Alan Parker,"
8592,The Untouchables,"Action,Adventure,Drama",119,78,216722,"Brian DePalma,"
8593,The Mission,"Art House,International,Drama",126,76,38640,"Roland Joff,"
8594,Once Upon a Time in America,Drama,144,84,74059,"Sergio Leone,"
8595,Falling in Love,"Drama,Romance",107,70,6689,"Ulu Grosbard,"
8596,The King of Comedy,"Comedy,Drama,Mystery",109,78,26279,"Martin Scorsese,"
8597,The Deer Hunter,"Cult Movies,Drama",183,82,102315,"Michael Cimino,"
8598,Raging Bull,Drama,128,82,130099,"Martin Scorsese,"
8599,The Swap,"Drama,Mystery",92,28,39,"John C. Broderick,Jordan Leondopoulos,John Shade,"
8600,Bertolucci secondo il cinema (The Cinema According to Bertolucci),"Documentary,Television",70,,14,"Gianni Amelio,"
8601,"New York, New York","Drama,Musical,Performing Arts,Romance",153,68,9722,"Martin Scorsese,"
8602,1900 (Novecento),"Art House,International,Drama",315,82,6945,"Bernardo Bertolucci,"
8603,The Last Tycoon,"Drama,Romance",123,62,2969,"Elia Kazan,"
8604,America at the Movies,"Documentary,Special Interest,Television",116,88,30,
8605,Bang The Drum Slowly,"Classics,Comedy,Drama,Sports,Fitness",96,68,3762,"John D. Hancock,John Hancock,"
8606,Jennifer on My Mind,"Comedy,Drama,Romance",90,44,152,"Noel Black,"
8607,Born to Win,"Classics,Comedy,Drama",90,58,869,"Ivan Passer,"
8608,The Gang That Couldn't Shoot Straight,"Classics,Comedy,Drama",96,56,434,"James Goldstone,"
8609,Bloody Mama,"Drama,Mystery",90,62,1237,"Roger Corman,"
8610,"Hi, Mom!","Classics,Comedy",87,66,3038,"Brian DePalma,"
8611,The Wedding Party,"Classics,Comedy",90,52,429,"Brian DePalma,Wilford Leach,Cynthia Munroe,"
8612,Sam's Song,Drama,92,50,1025,"Jordan Leondopoulos,John Shade,"
8613,Greetings,"Classics,Comedy",88,60,1547,"Brian DePalma,"
8614,Grease: Live!,"Musical,Performing Arts,Television",132,76,312,"Thomas Kail,Alex Rudzinski,"
8615,Dying of the Light,"Drama,Mystery",93,44,905,"Paul Schrader,"
8616,Love Crime,"Art House,International,Mystery",106,64,1820,"Alain Corneau,"
8617,InSight,"Drama,Mystery",92,58,324,"Richard Gabai,"
8618,I'm Glad My Mother Is Alive,"Art House,International,Drama",90,68,250,"Claude Miller,Nathan Miller,"
8619,Ne me quitte pas,"Art House,International,Comedy,Documentary,Drama,Special Interest",90,90,15,"Niels van Koevorden,Sabine Lubbe Bakker,"
8620,A Stray,Drama,82,78,45,"Musa Syeed,"
8621,London Town,Drama,94,90,172,"Derrick Borte,"
8622,Homeland: Iraq Year Zero,"Art House,International,Documentary",334,,16,"Abbas Fahdel,"
8623,The Princess and the Cobbler (The Thief and the Cobbler),"Action,Adventure,Animation,Comedy,Kids,Family,Science Fiction,Fantasy",72,72,6784,"Richard Williams,"
8624,The Jazz Loft According to W. Eugene Smith,Documentary,87,,19,"Sara Fishko,"
8625,A Family Affair,Documentary,120,,23,"Tom Fassaert,"
8626,Rabin In His Own Words,Documentary,110,,37,"Erez Laufer,"
8627,A Borrowed Identity,Drama,105,76,764,"Eran Riklis,"
8628,Yo-kai Watch: The Movie,"Action,Adventure,Animation",95,80,32,"Mark Risley,"
8629,The Kind Words,"Art House,International,Comedy,Drama",118,56,125,"Shemi Zarhin,"
8630,Living in the Age of Airplanes,Documentary,47,80,195,"Brian J. Terwilliger,Brian Terwilliger,"
8631,La Leyenda del Chupacabras,"Action,Adventure,Animation,Horror,Kids,Family",81,64,97,"Alberto Rodrguez,"
8632,East Side Sushi,"Comedy,Romance",100,84,640,"Anthony Lucero,"
8633,Ocho apellidos catalanes,Comedy,,56,80,
8634,The Damned,"Horror,Mystery",87,48,427,"Till Passow,"
8635,God's Not Dead 2,Drama,120,66,12699,"Harold Cronk,"
8636,Summer Camp,Horror,81,60,121,"Alberto Marini,"
8637,Ladrones,Comedy,98,72,922,"Joe Menendez,"
8638,Samba,"Comedy,Drama,Musical,Performing Arts",106,66,1279,"Olivier Nakache,Eric Toledano,"
8639,Todos estn muertos,"Art House,International,Comedy,Drama,Kids,Family",88,62,19,"Beatriz M. Sanchis,"
8640,Eddie Reynolds y Los ngeles de Acer,"Comedy,Romance",106,76,9,"Gustavo Moheno,"
8641,Un gallo con muchos huevos,Animation,90,82,2012,"Gabriel Riva Palacio Alatriste,Rodolfo Riva Palacio Alatriste,"
8642,Danny Collins,"Comedy,Drama,Musical,Performing Arts",106,74,10237,"Dan Fogelman,"
8643,The Dazzling Light of Sunset,"Art House,International,Documentary",74,,0,"Salom Jashi,"
8644,Territorio,"Art House,International,Documentary",65,,0,
8645,El auge del humano,"Art House,International",100,,0,"Eduardo Williams,"
8646,The Trial Garden (Le jardin d'essai),"Art House,International,Drama",42,,0,"Dania Reymond,"
8647,Vivir con tu recuerdo,"Art House,International,Documentary",62,,0,"Sergio Wolf,"
8648,Dark Skull (Viejo calavera),"Action,Adventure,Art House,International,Drama,Mystery",80,,1,"Kiro Russo,"
8649,La ltima fiesta,"Art House,International,Comedy",104,,1,"Leandro Mark,Nicols Silbert,"
8650,Dawson City: Frozen Time,Documentary,120,,3,"Bill Morrison,"
8651,Hermia & Helena,Comedy,87,,4,
8652,The Dreamed Ones,Drama,,,1,
8653,Baba Joon,"Art House,International,Drama",91,76,24,"Yuval Delshad,"
8654,Hotel de la amistad,"Art House,International,Documentary",68,,0,"Pablo Doudchitzky,"
8655,Sanctuary (Freistatt),"Art House,International,Drama",104,,0,"Marc Brummund,"
8656,Primavera,"Art House,International,Comedy",86,,0,"Santiago Giralt,"
8657,I Am Gilda (The Latin Music Saint),"Art House,International,Documentary,Drama,Musical,Performing Arts",,,7,"Lorena Muoz,"
8658,B-Movie: Lust & Sound in West-Berlin 1979-1989,"Documentary,Musical,Performing Arts",92,84,27,"Jrg A. Hoppe,Heiko Lange,Klaus Maeck,"
8659,A Heavy Heart (Herbert),"Art House,International,Drama",109,,3,"Thomas Stuber,"
8660,Ich Und Kaminski,"Art House,International,Drama",,,7,"Wolfgang Becker,"
8661,Incident Light,Drama,95,,2,"Ariel Rotter,"
8662,Los pibes,"Art House,International,Documentary",78,,0,"Jorge Leandro Cols,"
8663,Guernica (Gernika),Drama,111,60,46,"Koldo Serra,"
8664,Sangre en la boca,"Art House,International,Drama",97,,3,"Hernn Beln,"
8665,Listen Up Philip,Drama,109,64,4596,"Alex Ross Perry,"
8666,Behind the White Glasses,"Art House,International,Documentary",80,,24,"Valerio Ruiz,"
8667,Dartmoor Killing,"Art House,International,Drama,Mystery",94,40,32,"Peter Nicholson,"
8668,Lolo,"Art House,International,Comedy",100,56,178,"Julie Delpy,"
8669,NG83 When We Were B Boys,"Art House,International,Documentary",74,,1,"Sam Derby-Cooper (II) ,Claude Knight (II) ,Luke Scott (VI) ,"
8670,Apprentice,"Art House,International,Drama",96,74,15,"Junfeng Boo,"
8671,Urban Hymn,"Art House,International,Drama,Special Interest",114,,12,"Michael Caton-Jones,"
8672,The Comedian's Guide to Survival,Comedy,92,64,17,"Mark Murphy (II) ,"
8673,Remainder,"Art House,International,Drama",97,58,61,"Omer Fast,"
8674,The Shamer's Daughter (Skammerens Datter),"Action,Adventure,Drama,Science Fiction,Fantasy",95,60,11,"Kenneth Kainz,"
8675,These Final Hours,"Art House,International",86,70,7064,"Zak Hilditch,"
8676,At Any Price,Drama,105,56,4964,"Ramin Bahrani,"
8677,Hector,"Art House,International,Drama",87,76,152,"Jake Gavin,"
8678,The Messenger,"Drama,Horror",95,42,47,"David Blair,"
8679,Good People,"Drama,Mystery",90,52,4661,"Henrik Ruben Genz,"
8680,Love & Mercy,"Drama,Musical,Performing Arts",121,80,19365,"Bill Pohlad,"
8681,La reconquista,"Art House,International",108,,2,"Jons Trueba,"
8682,Boy and the World (O Menino e o Mundo),"Animation,Art House,International",81,80,2166,"Al Abreu,"
8683,Portrait of a Garden (Portret van een tuin),Documentary,98,,19,"Rosie Stapel,"
8684,"Jia Zhangke, a Guy from Fenyang","Art House,International,Documentary",105,,19,"Walter Salles,"
8685,"Out 1, Noli Me Tangere","Comedy,Drama,Mystery",775,86,470,"Jacques Rivette,Suzanne Schiffman,"
8686,Extraordinary Tales,"Animation,Art House,International,Mystery",70,68,415,"Raul Garcia,"
8687,Big Significant Things,"Comedy,Drama",85,70,93,"Bryan Reisberg,"
8688,Ardor,"Drama,Western",100,46,155,"Pablo Fendrik,"
8689,Zarafa,"Animation,Kids,Family",78,70,480,"Rmi Bezanon,Jean-Christophe Lie,"
8690,The Illinois Parables,Documentary,,,1,
8691,Chagall-Malevich,"Comedy,Drama",117,,66,"Alexandr Mitta,Alexander Mitta,"
8692,The Boy,"Drama,Horror,Mystery",105,58,516,"Craig William Macneill,"
8693,Animals,Drama,90,76,535,"Collin Schiffli,"
8694,Limbo,Drama,80,,9,"Anna Sofie Hartmann,Anne Sophie Hartmann,"
8695,The Dead Lands,"Action,Adventure",104,68,1144,"Toa Fraser,"
8696,Marfa Girl,Drama,106,60,104,"Larry Clark,"
8697,A Poem Is A Naked Person,Documentary,90,80,183,"Les Blank,"
8698,La creazione di significato (The Creation of Meaning),Drama,95,,4,"Simone Rapisarda Casanova,"
8699,Two Trains Runnin',Documentary,80,,2,
8700,Best and Most Beautiful Things,Documentary,90,,22,"Garrett Zevgetis,"
8701,The Watermelon Woman,"Comedy,Drama,Adult",81,64,844,"Cheryl Dunye,"
8702,The Nightmare,"Documentary,Horror",94,62,2627,"Rodney Ascher,"
8703,Streit's: Matzo And The American Dream,"Documentary,Kids,Family,Special Interest",65,,10,"Michael Levine,"
8704,Multiple Maniacs,"Comedy,Horror",90,76,1244,"John Waters,"
8705,Argentina (Zonda: folclore argentino),"Art House,International,Documentary,Musical,Performing Arts",85,,42,"Carlos Saura,"
8706,I Don't Belong Anywhere - Le cinma de Chantal Akerman,Documentary,67,,6,"Marianne Lambert,"
8707,Above And Below,"Documentary,Drama",119,74,70,"Nicolas Steiner,"
8708,Fireworks Wednesday (Chaharshanbe-soori),"Art House,International,Drama",104,76,913,"Asghar Farhadi,"
8709,A Space Program,Drama,72,80,53,"Van Neistat,"
8710,Ae Dil Hai Mushkil,"Drama,Musical,Performing Arts,Romance",158,58,872,"Karan Johar,"
8711,The Innocents (Les innocentes),Drama,115,80,2698,"Anne Fontaine,"
8712,The Treasure of the Sierra Madre,"Action,Adventure,Classics,Drama,Western",126,84,25480,"John Huston,"
8713,The 39 Steps,"Action,Adventure,Classics,Mystery",87,78,23520,"Alfred Hitchcock,"
8714,The Adventures of Robin Hood,"Action,Adventure,Classics,Romance",102,74,33473,"Michael Curtiz,William Keighley,"
8715,Lawrence of Arabia,"Action,Adventure,Classics,Drama",111,84,73831,"David Lean,"
8716,Seven Samurai (Shichinin no Samurai),"Action,Adventure,Art House,International,Classics,Drama",204,90,89443,"Akira Kurosawa,"
8717,Apocalypse Now,"Action,Adventure,Drama",153,82,283610,"Francis Ford Coppola,"
8718,The Terminator,"Action,Adventure,Science Fiction,Fantasy",108,72,773321,"James Cameron,"
8719,The French Connection,"Action,Adventure,Classics,Drama",104,78,43501,"William Friedkin,"
8720,Throne of Blood,"Action,Adventure,Art House,International,Classics,Drama",105,86,19857,"Akira Kurosawa,"
8721,The Wild Bunch,"Action,Adventure,Drama,Western",145,82,33813,"Sam Peckinpah,"
8722,The Searchers,"Action,Adventure,Classics,Drama,Western",119,80,40055,"John Ford,"
8723,"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)","Action,Adventure,Art House,International,Drama",90,84,23946,"Werner Herzog,"
8724,Badlands,"Action,Adventure,Classics,Cult Movies,Drama,Mystery",95,82,25569,"Terrence Malick,"
8725,Spartacus,"Action,Adventure,Classics,Drama",184,76,77449,"Stanley Kubrick,"
8726,Ran,"Action,Adventure,Art House,International,Classics,Drama",163,86,37825,"Akira Kurosawa,"
8727,The Princess Bride,"Action,Adventure,Comedy,Kids,Family,Science Fiction,Fantasy,Romance",98,80,525321,"Rob Reiner,"
8728,All Is Lost,"Action,Adventure,Mystery",105,68,40056,"J.C. Chandor,"
8729,Looper,"Action,Adventure,Mystery,Science Fiction,Fantasy",119,80,177933,"Rian Johnson,"
8730,A Fistful of Dollars (Per un Pugno di Dollari),"Action,Adventure,Art House,International,Classics,Western",101,78,85916,"Sergio Leone,"
8731,Gojira,"Action,Adventure,Art House,International,Horror,Science Fiction,Fantasy",98,82,9446,"Inoshiro Honda,Ishir Honda,Ishir Honda,Terry O. Morse,"
8732,Jurassic Park,"Action,Adventure,Mystery,Science Fiction,Fantasy",126,72,1067084,"Steven Spielberg,"
8733,The Right Stuff,"Action,Adventure,Drama",193,80,22471,"Philip Kaufman,"
8734,Diva,"Action,Adventure,Art House,International,Drama,Mystery",117,80,6331,"Jean-Jacques Beineix,"
8735,Paths of Glory,"Action,Adventure,Classics,Drama",86,84,34666,"Stanley Kubrick,"
8736,Goldfinger,"Action,Adventure,Classics,Mystery",117,72,206226,"Guy Hamilton,"
8737,The Bridge on the River Kwai,"Action,Adventure,Classics,Drama",161,80,54030,"David Lean,"
8738,Close Encounters of the Third Kind,"Action,Adventure,Mystery,Science Fiction,Fantasy",137,74,140794,"Steven Spielberg,"
8739,From Russia With Love,"Action,Adventure,Classics,Mystery",125,72,92765,"Terence Young,"
8740,Dr. No,"Action,Adventure,Classics,Mystery",111,72,110717,"Terence Young,"
8741,Apollo 13,"Action,Adventure,Drama",140,72,431732,"Ron Howard,"
8742,Yellow Submarine,"Action,Adventure,Animation,Comedy,Cult Movies,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",87,72,47404,"George Dunning,"
8743,Hero,"Action,Adventure,Art House,International,Classics,Drama",122,74,248698,"Yimou Zhang,"
8744,The Twilight Samurai (Tasogare Seibei),"Action,Adventure,Art House,International,Drama",129,84,10589,"Yoji Yamada,"
8745,Raiders of the Lost Ark,"Action,Adventure",115,82,823555,"Steven Spielberg,"
8746,Superman,"Action,Adventure,Drama",142,70,284902,"Richard Donner,"
8747,Three Kings,"Action,Adventure,Comedy",115,66,185452,"David O. Russell,"
8748,The Straight Story,"Action,Adventure,Drama,Kids,Family",111,80,30949,"David Lynch,"
8749,Saving Private Ryan,"Action,Adventure,Drama",169,80,990220,"Steven Spielberg,"
8750,Enter the Dragon,"Action,Adventure,Classics,Drama",102,78,104686,"Robert Clouse,"
8751,The Seventh Seal (Det Sjunde inseglet),"Action,Adventure,Art House,International,Classics,Drama,Science Fiction,Fantasy",96,86,48600,"Ingmar Bergman,"
8752,Ten Canoes,"Action,Adventure,Comedy,Drama",92,74,6886,"Peter Djigirr,Rolf de Heer,"
8753,101 Dalmatians,"Animation,Classics,Comedy,Kids,Family,Mystery",79,66,708505,"Clyde Geronimi,Hamilton S. Luske,Wolfgang Reitherman,Hamilton Luske,"
8754,Fantasia,"Animation,Classics,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",116,72,128479,"James Algar,Samuel Armstrong,Ford Beebe,Walt Disney,Norman Ferguson,Jim Handley,Wilfred Jackson,Hamilton Luske,Bill Roberts,Paul Satterfield,Albert Heath,Norman Wright,T. Hee,Graham Heid,Sylvia Moberly-Holland,Bianca Majolie,Ben Sharpsteen,"
8755,Waltz with Bashir,"Animation,Art House,International,Documentary,Special Interest",90,80,43647,"Ari Folman,"
8756,The Nightmare Before Christmas,"Animation,Kids,Family,Science Fiction,Fantasy",76,76,966560,"Henry Selick,Tim Burton,"
8757,The Secret World of Arrietty,"Animation,Art House,International,Science Fiction,Fantasy",94,82,60407,"Hiromasa Yonebayashi,"
8758,Ernest & Clestine,"Animation,Art House,International,Science Fiction,Fantasy",80,82,7293,"Vincent Patar,Benjamin Renner,Stphane Aubier,"
8759,The Triplets of Belleville,"Animation,Art House,International,Comedy,Drama",81,80,39976,"Sylvain Chomet,"
8760,Ponyo,"Action,Adventure,Animation,Art House,International,Kids,Family,Science Fiction,Fantasy",101,78,96596,"Hayao Miyazaki,"
8761,Bambi,"Animation,Classics,Kids,Family,Science Fiction,Fantasy",69,68,599100,"David Hand,Paul Satterfield,Graham Heid,Samuel Armstrong,Perce Pearce,David D. Hand,Norman Wright,James Algar,Bill Roberts,"
8762,My Neighbor Totoro,"Animation,Drama,Kids,Family,Science Fiction,Fantasy",87,86,89015,"Hayao Miyazaki,"
8763,Mary and Max,"Animation,Comedy,Drama",92,84,24614,"Adam Elliot,"
8764,Shrek,"Animation,Comedy,Kids,Family",93,78,1377233,"Vicky Jenson,Andrew Adamson,"
8765,The Wind Rises,"Animation,Art House,International,Drama",126,82,22205,"Hayao Miyazaki,"
8766,Frankenweenie,"Animation,Comedy,Horror,Science Fiction,Fantasy",90,74,67117,"Tim Burton,"
8767,The Illusionist (L'illusionniste),"Animation,Art House,International,Comedy,Drama",82,76,15889,"Sylvain Chomet,"
8768,Millennium Actress (Sennen joy),"Animation,Drama,Romance",87,82,12719,"Satoshi Kon,"
8769,The Secret of Kells,"Animation,Art House,International,Kids,Family,Science Fiction,Fantasy",75,80,11170,"Tomm Moore,Nora Twomey,"
8770,My Dog Tulip,"Animation,Drama",83,72,2485,"Paul Fierlinger,Sandra Fierlinger,"
8771,The Pirates! Band of Misfits,"Action,Adventure,Animation,Comedy",88,70,85629,"Peter Lord,Jeff Newitt,"
8772,Akira,"Action,Adventure,Animation,Drama,Mystery,Science Fiction,Fantasy",124,80,147140,"Katsuhiro tomo,"
8773,Tokyo Godfathers,"Animation,Art House,International,Comedy,Drama,Science Fiction,Fantasy",92,82,13565,"Satoshi Kon,Shgo Furuya,"
8774,Tim Burton's Corpse Bride,"Action,Adventure,Animation,Comedy,Kids,Family,Science Fiction,Fantasy",74,70,552254,"Tim Burton,Mike Johnson,"
8775,Anastasia,"Action,Adventure,Animation,Drama,Kids,Family",50,66,432094,"Gary Goldman,Don Bluth,"
8776,Metropolis,"Action,Adventure,Animation,Drama,Science Fiction,Fantasy",108,74,25436,"Rintaro,"
8777,Chico & Rita,"Animation,Drama",94,76,5400,"Tono Errando,Javier Mariscal,Fernando Trueba,"
8778,Paprika,"Animation,Horror,Science Fiction,Fantasy",91,80,40406,"Satoshi Kon,"
8779,The Philadelphia Story,"Classics,Comedy,Romance",112,82,46608,"George Cukor,"
8780,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,"Classics,Comedy,Science Fiction,Fantasy",95,84,207472,"Stanley Kubrick,"
8781,Roman Holiday,"Classics,Comedy,Drama,Romance",118,82,62627,"William Wyler,"
8782,Cool Hand Luke,"Classics,Comedy,Drama",126,82,62989,"Stuart Rosenberg,"
8783,Before Midnight,"Comedy,Drama,Romance",108,80,36407,"Richard Linklater,"
8784,The Rules of the Game (La rgle du jeu),"Art House,International,Comedy,Drama",110,86,9929,"Jean Renoir,"
8785,The Gold Rush,"Classics,Comedy",85,82,20222,"Charles Chaplin,"
8786,Mary Poppins,"Classics,Comedy,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",139,70,681251,"Robert Stevenson,"
8787,It's a Wonderful Life,"Classics,Comedy,Drama,Kids,Family,Science Fiction,Fantasy",135,80,216955,"Frank Capra,"
